,Name,Price,Make,Model,Fuel Type,Odometer,Colour,Engine Size ( in Litres),Transmission,Body Type,Manufacturing Year,County,Owners,Doors,Tax Expiry,NCT Expiry,Link
732,FORD TRANSIT CUSTOM,"€21,095",FORD,TRANSIT,Diesel,"56,108",White,2.0,Manual,Van,2019,Dublin,1,5,Feb-2023,-,http://www.cars.ie/used-cars/FORD-TRANSIT-CUSTOM-2019-Dublin-1735245
733,VOLKSWAGEN TRANSPORTER,"€27,500",VOLKSWAGEN,TRANSPORTER,Diesel,"118,119",Black,3.0,Automatic,SUV,2019,Kerry,1,5,Aug-2022,Feb-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-TRANSPORTER-2019-Kerry-1735253
734,AUDI Q7,"€54,995",AUDI,Q7,Diesel,"14,000",White,2.2,Manual,Van,2017,Dublin,1,5,Jan-2023,-,http://www.cars.ie/used-cars/AUDI-Q7-2017-Dublin-1735095
735,HYUNDAI SANTA FE,"€29,225",HYUNDAI,SANTA,Diesel,"157,694",Grey,1.6,Manual,Hatchback,2019,Dublin,2,5,Jan-2023,Aug-2023,http://www.cars.ie/used-cars/HYUNDAI-SANTA-FE-2019-Dublin-1735244
736,VOLVO V40,"€12,900",VOLVO,V40,Diesel,"152,818",Black,1.6,Manual,Hatchback,2015,Dublin,3,5,Oct-2023,-,http://www.cars.ie/used-cars/VOLVO-V40-2015-Dublin-1735143
737,VOLKSWAGEN GOLF,"€14,495",VOLKSWAGEN,GOLF,Diesel,"166,641",Grey,2.0,Manual,Estate,2016,Dublin,3,5,-,Nov-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2016-Dublin-1734893
738,AUDI A4,"€16,495",AUDI,A4,Diesel,"72,742",Grey,1.6,Manual,MPV,2015,Dublin,2,4,Oct-2022,Nov-2024,http://www.cars.ie/used-cars/AUDI-A4-2015-Dublin-1735170
739,PEUGEOT 5008,"€15,900",PEUGEOT,5008,Diesel,"48,280",Black,1.7,Manual,Estate,2016,Dublin,2,5,Nov-2022,Oct-2024,http://www.cars.ie/used-cars/PEUGEOT-5008-2016-Dublin-1735142
740,KIA SPORTAGE,"€18,495",KIA,SPORTAGE,Diesel,"207,605",Blue,2.0,Manual,SUV,2016,Louth,2,5,Apr-2023,Aug-2024,http://www.cars.ie/used-cars/KIA-SPORTAGE-2016-Louth-1735149
741,FORD KUGA,"€12,950",FORD,KUGA,Diesel,"127,138",Blue,2.3,Automatic,Pickup,2014,Galway,1,5,-,-,http://www.cars.ie/used-cars/FORD-KUGA-2014-Galway-1735016
742,NISSAN NAVARA,"€27,600",NISSAN,NAVARA,Diesel,"129,333",Grey,1.4,Manual,Saloon,2018,Galway,2,4,Sep-2022,Mar-2023,http://www.cars.ie/used-cars/NISSAN-NAVARA-2018-Galway-1735017
743,TOYOTA COROLLA,"€15,950",TOYOTA,COROLLA,Hybrid,"94,095",Silver,1.8,Automatic,Saloon,2017,Tipperary,1,4,Oct-2022,Apr-2023,http://www.cars.ie/used-cars/TOYOTA-COROLLA-2017-Tipperary-1735255
744,TOYOTA COROLLA,"€22,499",TOYOTA,COROLLA,Hybrid,"114,612",Black,1.8,Automatic,SUV,2019,Kerry,1,4,Sep-2022,Mar-2023,http://www.cars.ie/used-cars/TOYOTA-COROLLA-2019-Kerry-1735343
745,TOYOTA C-HR,"€25,999",TOYOTA,C-HR,Hybrid,"93,562",Silver,1.8,Automatic,SUV,2019,Kerry,1,4,Dec-2022,Apr-2023,http://www.cars.ie/used-cars/TOYOTA-C-HR-2019-Kerry-1735342
746,TOYOTA C-HR,"€26,499",TOYOTA,C-HR,Diesel,"132,383",White,1.1,Manual,Hatchback,2019,Kerry,2,5,Jul-2022,Jul-2023,http://www.cars.ie/used-cars/TOYOTA-C-HR-2019-Kerry-1735341
747,HYUNDAI I20,"€10,249",HYUNDAI,I20,Petrol,"106,643",Silver,1.3,Manual,Hatchback,2015,Donegal,1,5,May-2023,Jun-2023,http://www.cars.ie/used-cars/HYUNDAI-I20-2015-Donegal-1735252
748,TOYOTA AURIS,"€10,795",TOYOTA,AURIS,Petrol,"64,951",Silver,1.3,Manual,Saloon,2013,Donegal,2,4,Jan-2023,May-2023,http://www.cars.ie/used-cars/TOYOTA-AURIS-2013-Donegal-1735251
749,TOYOTA COROLLA,"€13,949",TOYOTA,COROLLA,Diesel,"29,781",Red,1.4,Manual,Hatchback,2015,Dublin,2,4,Oct-2022,Apr-2024,http://www.cars.ie/used-cars/TOYOTA-COROLLA-2015-Dublin-1735250
750,TOYOTA AURIS,"€19,950",TOYOTA,AURIS,Hybrid,"39,921",White,1.8,Automatic,SUV,2018,Monaghan,2,4,Jan-2023,Feb-2025,http://www.cars.ie/used-cars/TOYOTA-AURIS-2018-Monaghan-1735249
751,TOYOTA C-HR,POA,TOYOTA,C-HR,Diesel,"57,529",Grey,2.0,Manual,Van,2021,Clare,1,5,Feb-2023,-,http://www.cars.ie/used-cars/TOYOTA-C-HR-2021-Clare-1735339
752,VOLKSWAGEN CADDY,POA,VOLKSWAGEN,CADDY,Hybrid,"26,977",Black,2.5,Automatic,Saloon,2020,Clare,1,4,Sep-2022,Oct-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-CADDY-2020-Clare-1735248
753,TOYOTA CAMRY,POA,TOYOTA,CAMRY,Diesel,"80,681",-,2.0,Manual,SUV,2020,Meath,1,4,Feb-2023,Feb-2024,http://www.cars.ie/used-cars/TOYOTA-CAMRY-2020-Meath-1735338
754,TOYOTA RAV4,"€20,750",TOYOTA,RAV4,Petrol,"82,107",Bronze,1.0,Manual,Hatchback,2016,Louth,1,4,Jan-2023,Jun-2023,http://www.cars.ie/used-cars/TOYOTA-RAV4-2016-Louth-1735247
755,TOYOTA YARIS,"€16,950",TOYOTA,YARIS,Petrol,"97,386",Grey,1.6,Automatic,Hatchback,2019,Louth,2,5,-,-,http://www.cars.ie/used-cars/TOYOTA-YARIS-2019-Louth-1735246
756,BMW 1 SERIES,"€13,950",BMW,1,Diesel,"43,417",Grey,1.6,Manual,Hatchback,2013,Dublin,2,4,Mar-2022,Jan-2024,http://www.cars.ie/used-cars/BMW-1-SERIES-2013-Dublin-1735134
757,VOLKSWAGEN GOLF,"€18,995",VOLKSWAGEN,GOLF,Petrol,"8,372",Red,1.0,Manual,Hatchback,2018,Cork,1,4,Sep-2022,Jul-2025,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2018-Cork-1735243
758,TOYOTA AYGO,"€16,599",TOYOTA,AYGO,Hybrid,"29,951",Blue,2.5,Automatic,SUV,2021,Kerry,1,5,Jul-2022,Mar-2025,http://www.cars.ie/used-cars/TOYOTA-AYGO-2021-Kerry-1735033
759,TOYOTA RAV4,"€47,949",TOYOTA,RAV4,Petrol,"150,003",Black,1.4,Automatic,Saloon,2021,Dublin,2,5,-,-,http://www.cars.ie/used-cars/TOYOTA-RAV4-2021-Dublin-1735109
760,VOLKSWAGEN PASSAT,"€13,950",VOLKSWAGEN,PASSAT,Diesel,"162,318",Blue,1.8,Manual,MPV,2013,Dublin,4,5,Nov-2022,Jan-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-PASSAT-2013-Dublin-1735133
761,FORD S-MAX,"€3,495",FORD,S-MAX,Diesel,"110,843",Blue,2.0,Manual,Saloon,2007,Dublin,4,4,Apr-2022,Aug-2022,http://www.cars.ie/used-cars/FORD-S-MAX-2007-Dublin-1735203
762,BMW 3 SERIES,"€22,950",BMW,3,Electric,"54,392",Grey,0.0,Automatic,Hatchback,2016,Dublin,1,5,-,-,http://www.cars.ie/used-cars/BMW-3-SERIES-2016-Dublin-1735132
763,HYUNDAI IONIQ,"€31,900",HYUNDAI,IONIQ,Diesel,"119,003",White,1.6,Manual,Van,2020,Dublin,-,3,Aug-2022,Nov-2023,http://www.cars.ie/used-cars/HYUNDAI-IONIQ-2020-Dublin-1734985
764,FORD TRANSIT CONNECT,"€9,900",FORD,TRANSIT,Diesel,"121,001",White,1.6,Manual,Saloon,2014,Dublin,2,4,Oct-2022,Jan-2024,http://www.cars.ie/used-cars/FORD-TRANSIT-CONNECT-2014-Dublin-1734935
765,AUDI A3,"€21,450",AUDI,A3,Diesel,"213,004",Blue,2.0,Manual,MPV,2016,Waterford,2,4,Nov-2022,Jan-2023,http://www.cars.ie/used-cars/AUDI-A3-2016-Waterford-1735180
766,FORD GALAXY,"€7,900",FORD,GALAXY,Diesel,"85,295",Blue,2.0,Automatic,Coupe,2012,Dublin,2,4,Sep-2023,Feb-2024,http://www.cars.ie/used-cars/FORD-GALAXY-2012-Dublin-1734934
767,BMW 4 SERIES,"€34,950",BMW,4,Petrol,"71,001",Grey,1.1,Manual,Hatchback,2018,Waterford,3,5,Sep-2022,Jan-2023,http://www.cars.ie/used-cars/BMW-4-SERIES-2018-Waterford-1735182
768,RENAULT CLIO,"€12,950",RENAULT,CLIO,Diesel,"143,231",White,1.5,Automatic,Hatchback,2017,Waterford,1,5,Jul-2023,Jan-2023,http://www.cars.ie/used-cars/RENAULT-CLIO-2017-Waterford-1735179
769,FORD FOCUS,"€18,450",FORD,FOCUS,Diesel,"210,854",Red,2.0,Manual,Saloon,2017,Waterford,1,4,Jan-2023,Oct-2024,http://www.cars.ie/used-cars/FORD-FOCUS-2017-Waterford-1735181
770,AUDI A4,"€14,950",AUDI,A4,Petrol,"43,000",Grey,1.0,Manual,Hatchback,2014,Limerick,1,4,Apr-2023,May-2024,http://www.cars.ie/used-cars/AUDI-A4-2014-Limerick-1735241
771,SKODA FABIA,"€15,950",SKODA,FABIA,Diesel,"130,002",Grey,1.4,Manual,Hatchback,2018,Cork,2,5,Oct-2022,May-2024,http://www.cars.ie/used-cars/SKODA-FABIA-2018-Cork-1735153
772,HYUNDAI I30,"€14,950",HYUNDAI,I30,Diesel,"117,097",White,1.6,Automatic,SUV,2016,Cork,1,5,-,-,http://www.cars.ie/used-cars/HYUNDAI-I30-2016-Cork-1735152
773,NISSAN QASHQAI,"€24,850",NISSAN,QASHQAI,Petrol,"68,001",Silver,1.0,Manual,Hatchback,2018,Donegal,4,5,Jun-2022,Nov-2022,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2018-Donegal-1735141
774,VOLKSWAGEN POLO,"€14,950",VOLKSWAGEN,POLO,Diesel,"199,135",Blue,2.0,Automatic,Saloon,2016,Cork,1,4,Jun-2022,Nov-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-POLO-2016-Cork-1735151
775,BMW 5 SERIES,"€15,950",BMW,5,Diesel,0,Black,1.4,Manual,Hatchback,2013,Kildare,4,5,Nov-2022,Jun-2023,http://www.cars.ie/used-cars/BMW-5-SERIES-2013-Kildare-1735131
776,KIA CEED,POA,KIA,CEED,Diesel,"126,002",Black,2.0,Automatic,Saloon,2013,Wicklow,1,4,Dec-2022,Jul-2023,http://www.cars.ie/used-cars/KIA-CEED-2013-Wicklow-1735154
777,AUDI A6,"€42,950",AUDI,A6,Diesel,"153,903",White,1.6,Manual,Saloon,2019,Galway,2,4,Oct-2022,Feb-2024,http://www.cars.ie/used-cars/AUDI-A6-2019-Galway-1735164
778,VOLKSWAGEN PASSAT,"€13,950",VOLKSWAGEN,PASSAT,Diesel,"329,915",Black,2.1,Manual,Saloon,2015,Galway,3,4,Dec-2022,-,http://www.cars.ie/used-cars/VOLKSWAGEN-PASSAT-2015-Galway-1734725
779,MERCEDES-BENZ E CLASS,"€6,750",MERCEDES-BENZ,E,Diesel,"146,450",Grey,2.0,Automatic,Saloon,2010,Galway,-,5,-,-,http://www.cars.ie/used-cars/MERCEDES-BENZ-E-CLASS-2010-Galway-1735199
780,BMW 5 SERIES,"€33,500",BMW,5,Diesel,"193,003",Red,2.0,Manual,Estate,2018,Dublin,1,5,Jan-2023,May-2024,http://www.cars.ie/used-cars/BMW-5-SERIES-2018-Dublin-1735166
781,AUDI A4,"€11,750",AUDI,A4,Petrol,"78,759",Silver,1.2,Manual,Hatchback,2014,Dublin,2,4,Sep-2022,May-2024,http://www.cars.ie/used-cars/AUDI-A4-2014-Dublin-1735189
782,SEAT IBIZA,"€11,950",SEAT,IBIZA,Diesel,"241,401",Blue,1.5,Manual,MPV,2016,Wexford,2,5,Jan-2023,Nov-2023,http://www.cars.ie/used-cars/SEAT-IBIZA-2016-Wexford-1735175
783,RENAULT GRAND SCENIC,"€3,950",RENAULT,GRAND,Diesel,"129,254",Blue,2.0,Automatic,Other,2010,Wexford,2,4,-,Dec-2024,http://www.cars.ie/used-cars/RENAULT-GRAND-SCENIC-2010-Wexford-1735230
784,BMW 5 SERIES,"€24,950",BMW,5,Diesel,0,Green,2.0,Automatic,Van,2015,Dublin,1,5,Sep-2023,-,http://www.cars.ie/used-cars/BMW-5-SERIES-2015-Dublin-1735003
785,VOLKSWAGEN TRANSPORTER,POA,VOLKSWAGEN,TRANSPORTER,Diesel,"34,479",Grey,1.6,Manual,Hatchback,2019,Galway,1,4,Aug-2022,Aug-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-TRANSPORTER-2019-Galway-1735159
786,SKODA OCTAVIA,"€22,950",SKODA,OCTAVIA,Diesel,"273,588",Black,1.5,Manual,Hatchback,2019,Wexford,3,5,Oct-2022,Jul-2023,http://www.cars.ie/used-cars/SKODA-OCTAVIA-2019-Wexford-1734989
787,NISSAN QASHQAI,"€4,950",NISSAN,QASHQAI,Petrol,0,Black,1.2,Manual,Hatchback,2011,Wexford,-,5,-,-,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2011-Wexford-1735087
788,SUZUKI SWIFT,"€19,950",SUZUKI,SWIFT,Diesel,"354,055",Black,2.0,Automatic,Saloon,2023,Galway,2,4,Feb-2022,Jul-2023,http://www.cars.ie/used-cars/SUZUKI-SWIFT-2023-Galway-1734955
789,BMW 5 SERIES,"€8,950",BMW,5,Diesel,"105,531",White,1.6,Manual,Hatchback,2012,Mayo,1,5,Nov-2022,-,http://www.cars.ie/used-cars/BMW-5-SERIES-2012-Mayo-1735160
790,HYUNDAI I30,POA,HYUNDAI,I30,Diesel,"246,229",White,1.6,Manual,Van,2017,Westmeath,2,4,Aug-2023,-,http://www.cars.ie/used-cars/HYUNDAI-I30-2017-Westmeath-1734902
791,PEUGEOT PARTNER,"€5,450",PEUGEOT,PARTNER,Diesel,"146,057",Silver,2.0,Automatic,Saloon,2014,Wexford,3,4,Nov-2022,May-2024,http://www.cars.ie/used-cars/PEUGEOT-PARTNER-2014-Wexford-1735082
792,BMW 5 SERIES,"€25,995",BMW,5,Diesel,"47,258",White,1.5,Manual,Van,2016,Limerick,1,2,May-2023,Jun-2023,http://www.cars.ie/used-cars/BMW-5-SERIES-2016-Limerick-1734885
793,RENAULT KANGOO,"€13,000",RENAULT,KANGOO,Petrol,"107,826",Black,1.2,Manual,Hatchback,2019,Mayo,4,5,Aug-2023,Jul-2023,http://www.cars.ie/used-cars/RENAULT-KANGOO-2019-Mayo-1734921
794,VOLKSWAGEN GOLF,"€8,995",VOLKSWAGEN,GOLF,Diesel,"167,772",Grey,2.0,Manual,MPV,2011,Cork,3,5,Jan-2023,May-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2011-Cork-1734735
795,TOYOTA RAV4,"€17,400",TOYOTA,RAV4,Diesel,"135,492",Black,1.7,Manual,Estate,2015,Donegal,-,5,Jun-2022,Jun-2024,http://www.cars.ie/used-cars/TOYOTA-RAV4-2015-Donegal-1734932
796,KIA SPORTAGE,"€14,495",KIA,SPORTAGE,Petrol,"48,324",Grey,2.0,Automatic,Hatchback,2014,Donegal,4,5,-,Jan-2024,http://www.cars.ie/used-cars/KIA-SPORTAGE-2014-Donegal-1734933
797,AUDI S3,"€34,950",AUDI,S3,Diesel,"116,402",Blue,2.0,Automatic,Estate,2018,Dublin,2,4,Sep-2022,Jul-2024,http://www.cars.ie/used-cars/AUDI-S3-2018-Dublin-1734987
798,BMW X1,"€25,495",BMW,X1,Petrol,"52,304",Grey,1.1,Manual,Hatchback,2016,Dublin,3,5,Aug-2023,Sep-2023,http://www.cars.ie/used-cars/BMW-X1-2016-Dublin-1734990
799,CITROEN C3,"€1,450",CITROEN,C3,Diesel,"134,248",Black,1.6,Manual,Hatchback,2004,Dublin,1,5,Nov-2022,Jun-2024,http://www.cars.ie/used-cars/CITROEN-C3-2004-Dublin-1735044
800,AUDI A3,"€14,950",AUDI,A3,Diesel,"156,003",Grey,1.6,Manual,Hatchback,2015,Dublin,1,5,Sep-2022,Apr-2024,http://www.cars.ie/used-cars/AUDI-A3-2015-Dublin-1734925
801,HONDA CIVIC,"€8,999",HONDA,CIVIC,Petrol,"140,003",Blue,1.0,Manual,Hatchback,2013,Dublin,3,5,Mar-2023,Jan-2023,http://www.cars.ie/used-cars/HONDA-CIVIC-2013-Dublin-1734929
802,TOYOTA YARIS,"€3,950",TOYOTA,YARIS,Petrol,"120,701",Silver,1.0,Manual,Hatchback,2007,Louth,4,5,-,-,http://www.cars.ie/used-cars/TOYOTA-YARIS-2007-Louth-1734896
803,FORD FOCUS,"€9,750",FORD,FOCUS,Diesel,"69,202",Blue,1.6,Manual,SUV,2013,Clare,1,5,Dec-2022,Jan-2024,http://www.cars.ie/used-cars/FORD-FOCUS-2013-Clare-1734912
804,HYUNDAI TUCSON,"€31,250",HYUNDAI,TUCSON,Diesel,"156,870",White,1.5,Manual,Hatchback,2020,Offaly,1,5,Feb-2023,Nov-2024,http://www.cars.ie/used-cars/HYUNDAI-TUCSON-2020-Offaly-1734939
805,FORD MONDEO,"€17,995",FORD,MONDEO,Diesel,"21,407",Black,2.0,Automatic,Pickup,2017,Waterford,1,4,Apr-2023,Nov-2023,http://www.cars.ie/used-cars/FORD-MONDEO-2017-Waterford-1734886
806,FORD RANGER,"€51,950",FORD,RANGER,Diesel,"112,607",Grey,1.6,Manual,Hatchback,2021,Dublin,2,5,Jan-2023,Sep-2023,http://www.cars.ie/used-cars/FORD-RANGER-2021-Dublin-1734927
807,CITROEN C4,"€11,995",CITROEN,C4,Diesel,"134,826",Grey,1.6,Manual,Saloon,2015,Waterford,2,4,Jul-2023,Nov-2023,http://www.cars.ie/used-cars/CITROEN-C4-2015-Waterford-1734887
808,FORD FOCUS,"€11,950",FORD,FOCUS,Petrol,"31,477",Grey,1.6,Automatic,MPV,2015,Cork,1,5,-,Jan-2025,http://www.cars.ie/used-cars/FORD-FOCUS-2015-Cork-1735043
809,HYUNDAI IX20,"€18,450",HYUNDAI,IX20,Diesel,"163,004",Silver,1.5,Manual,Hatchback,2019,Offaly,1,5,Jan-2023,Jan-2024,http://www.cars.ie/used-cars/HYUNDAI-IX20-2019-Offaly-1735116
810,FORD FOCUS,"€14,950",FORD,FOCUS,Diesel,"100,584",Blue,2.0,Automatic,SUV,2015,Louth,1,5,-,Jun-2024,http://www.cars.ie/used-cars/FORD-FOCUS-2015-Louth-1734897
811,AUDI Q5,"€39,900",AUDI,Q5,Diesel,"104,607",Black,2.0,Manual,Saloon,2017,Dublin,1,4,Jan-2023,Oct-2024,http://www.cars.ie/used-cars/AUDI-Q5-2017-Dublin-1734891
812,AUDI A4,"€22,900",AUDI,A4,Diesel,"14,999",White,1.5,Manual,Van,2016,Dublin,5,3,Oct-2022,-,http://www.cars.ie/used-cars/AUDI-A4-2016-Dublin-1735042
813,CITROEN BERLINGO,"€20,500",CITROEN,BERLINGO,Hybrid,"137,412",Black,2.0,Automatic,Estate,2021,Offaly,1,5,-,-,http://www.cars.ie/used-cars/CITROEN-BERLINGO-2021-Offaly-1734943
814,LEXUS UX 250 H,"€32,995",LEXUS,UX,Hybrid,"117,269",Blue,2.0,Automatic,Saloon,2019,Dublin,1,4,-,-,http://www.cars.ie/used-cars/LEXUS-UX-250-H-2019-Dublin-1734883
815,BMW 5 SERIES,"€35,995",BMW,5,Diesel,"193,121",Silver,1.7,Manual,Saloon,2019,Dublin,3,4,Sep-2022,Apr-2023,http://www.cars.ie/used-cars/BMW-5-SERIES-2019-Dublin-1734882
816,HYUNDAI I40,"€7,950",HYUNDAI,I40,Diesel,"280,025",Black,2.0,Manual,Saloon,2012,Dublin,2,4,Feb-2022,Jan-2024,http://www.cars.ie/used-cars/HYUNDAI-I40-2012-Dublin-1734928
817,BMW 3 SERIES,"€6,950",BMW,3,Diesel,"119,502",Black,2.0,Manual,Saloon,2011,Dublin,3,4,Nov-2022,Mar-2024,http://www.cars.ie/used-cars/BMW-3-SERIES-2011-Dublin-1734746
818,AUDI A4,"€24,450",AUDI,A4,Petrol,"122,550",Grey,1.4,Manual,Hatchback,2018,Louth,2,5,Jun-2022,Mar-2022,http://www.cars.ie/used-cars/AUDI-A4-2018-Louth-1734910
819,PEUGEOT 308,"€3,950",PEUGEOT,308,Diesel,"140,013",Black,1.6,Manual,Hatchback,2010,Dublin,1,5,-,-,http://www.cars.ie/used-cars/PEUGEOT-308-2010-Dublin-1735004
820,VOLKSWAGEN GOLF,"€22,250",VOLKSWAGEN,GOLF,Hybrid,"100,272",Black,2.0,Automatic,Saloon,2019,Galway,1,4,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2019-Galway-1734649
821,BMW 5 SERIES,"€35,995",BMW,5,Diesel,"296,119",Grey,2.0,Manual,Saloon,2019,Dublin,1,4,Dec-2022,Apr-2023,http://www.cars.ie/used-cars/BMW-5-SERIES-2019-Dublin-1734881
822,AUDI A6,"€9,995",AUDI,A6,Petrol,"142,190",Black,2.0,Automatic,Saloon,2012,Dublin,1,4,-,-,http://www.cars.ie/used-cars/AUDI-A6-2012-Dublin-1735011
823,BMW 3 SERIES,"€35,995",BMW,3,Diesel,"114,263",White,1.6,Manual,Saloon,2019,Dublin,1,4,-,-,http://www.cars.ie/used-cars/BMW-3-SERIES-2019-Dublin-1734880
824,AUDI A3,"€27,950",AUDI,A3,Petrol,0,Black,1.0,Automatic,Hatchback,2018,Galway,-,5,-,-,http://www.cars.ie/used-cars/AUDI-A3-2018-Galway-1735015
825,HYUNDAI I20,POA,HYUNDAI,I20,Petrol,"13,998",Red,1.0,Manual,Hatchback,2023,Sligo,1,5,Dec-2022,Jan-2025,http://www.cars.ie/used-cars/HYUNDAI-I20-2023-Sligo-1734973
826,KIA PICANTO,"€14,500",KIA,PICANTO,Petrol,"41,000",Black,1.3,Manual,MPV,2021,Kildare,1,4,Dec-2022,Jan-2024,http://www.cars.ie/used-cars/KIA-PICANTO-2021-Kildare-1734736
827,NISSAN QASHQAI,"€26,450",NISSAN,QASHQAI,Diesel,"75,499",Grey,1.6,Automatic,Saloon,2020,Cavan,1,4,Nov-2022,Jun-2024,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2020-Cavan-1734819
828,SKODA SUPERB,"€32,495",SKODA,SUPERB,Diesel,"72,499",White,1.5,Manual,SUV,2020,Meath,2,4,Dec-2022,Jan-2023,http://www.cars.ie/used-cars/SKODA-SUPERB-2020-Meath-1734859
829,RENAULT KADJAR,"€25,950",RENAULT,KADJAR,Petrol,"54,516",Grey,0.0,Manual,Hatchback,2019,Kerry,2,4,Jul-2023,Jan-2023,http://www.cars.ie/used-cars/RENAULT-KADJAR-2019-Kerry-1734860
830,DACIA SANDERO,"€11,995",DACIA,SANDERO,Petrol,"64,446",Black,1.0,Manual,Hatchback,2017,Dublin,1,5,Jun-2023,Jul-2025,http://www.cars.ie/used-cars/DACIA-SANDERO-2017-Dublin-1734866
831,SEAT IBIZA,POA,SEAT,IBIZA,Diesel,0,Grey,2.0,Automatic,SUV,2021,Laois,1,5,Oct-2022,May-2025,http://www.cars.ie/used-cars/SEAT-IBIZA-2021-Laois-1734868
832,SKODA KODIAQ,"€44,995",SKODA,KODIAQ,Diesel,"25,999",Silver,2.0,Automatic,SUV,2021,Wexford,1,5,Feb-2023,Sep-2025,http://www.cars.ie/used-cars/SKODA-KODIAQ-2021-Wexford-1734942
833,VOLKSWAGEN TIGUAN ALLSPACE,"€54,950",VOLKSWAGEN,TIGUAN,Petrol,"98,356",Red,1.2,Automatic,Hatchback,2021,Kerry,1,-,Dec-2022,Feb-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-TIGUAN-ALLSPACE-2021-Kerry-1735091
834,NISSAN MICRA,POA,NISSAN,MICRA,Diesel,"187,361",White,1.6,Manual,Hatchback,2019,Dublin,2,5,Mar-2023,Nov-2023,http://www.cars.ie/used-cars/NISSAN-MICRA-2019-Dublin-1735096
835,SEAT LEON,"€12,995",SEAT,LEON,Petrol,0,Red,1.0,Automatic,Hatchback,2015,Wexford,-,5,-,-,http://www.cars.ie/used-cars/SEAT-LEON-2015-Wexford-1734712
836,HYUNDAI I20,POA,HYUNDAI,I20,Diesel,"91,536",Blue,2.0,Automatic,Saloon,2023,Sligo,1,4,Jan-2023,Jun-2023,http://www.cars.ie/used-cars/HYUNDAI-I20-2023-Sligo-1734972
837,AUDI A6,"€43,500",AUDI,A6,Diesel,"155,004",Black,2.0,Automatic,SUV,2019,Kerry,2,5,Mar-2023,Jan-2024,http://www.cars.ie/used-cars/AUDI-A6-2019-Kerry-1734854
838,VOLVO XC90,"€39,995",VOLVO,XC90,Hybrid,"109,388",Grey,2.0,Automatic,Saloon,2016,Wexford,1,4,-,-,http://www.cars.ie/used-cars/VOLVO-XC90-2016-Wexford-1734923
839,BMW 5 SERIES,"€35,995",BMW,5,Petrol,"152,350",White,1.3,Manual,SUV,2019,Dublin,1,5,-,-,http://www.cars.ie/used-cars/BMW-5-SERIES-2019-Dublin-1734879
840,NISSAN QASHQAI,POA,NISSAN,QASHQAI,Petrol,0,Green,1.0,Manual,Hatchback,2019,Dublin,-,5,-,-,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2019-Dublin-1734876
841,HYUNDAI I30,POA,HYUNDAI,I30,Diesel,"100,601",White,1.5,Manual,MPV,2023,Sligo,1,4,Dec-2022,Jan-2023,http://www.cars.ie/used-cars/HYUNDAI-I30-2023-Sligo-1734971
842,NISSAN QASHQAI,"€21,950",NISSAN,QASHQAI,Petrol,0,Red,1.0,Manual,Hatchback,2017,Kilkenny,-,5,-,-,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2017-Kilkenny-1734999
843,HYUNDAI I30,POA,HYUNDAI,I30,Hybrid,"103,756",Grey,2.0,Automatic,Saloon,2023,Sligo,1,4,-,-,http://www.cars.ie/used-cars/HYUNDAI-I30-2023-Sligo-1734970
844,BMW 3 SERIES,"€37,995",BMW,3,Petrol,"102,443",Black,2.4,Automatic,Estate,2019,Dublin,1,5,-,-,http://www.cars.ie/used-cars/BMW-3-SERIES-2019-Dublin-1734878
845,MITSUBISHI OUTLANDER,"€30,995",MITSUBISHI,OUTLANDER,Diesel,"151,336",Grey,1.6,Manual,Estate,2019,Dublin,1,4,Feb-2023,Sep-2024,http://www.cars.ie/used-cars/MITSUBISHI-OUTLANDER-2019-Dublin-1734877
846,SKODA KAROQ,"€21,999",SKODA,KAROQ,Diesel,"187,004",Brown,2.0,Manual,Estate,2018,Dublin,7,5,Nov-2023,-,http://www.cars.ie/used-cars/SKODA-KAROQ-2018-Dublin-1734915
847,BMW X1,"€7,900",BMW,X1,Petrol,"70,811",Grey,1.2,Automatic,Hatchback,2010,Cork,1,5,-,Dec-2024,http://www.cars.ie/used-cars/BMW-X1-2010-Cork-1734981
848,NISSAN NOTE,"€8,950",NISSAN,NOTE,Hybrid,"104,451",White,1.8,Automatic,Hatchback,2014,Dublin,2,5,Sep-2022,May-2024,http://www.cars.ie/used-cars/NISSAN-NOTE-2014-Dublin-1734907
849,TOYOTA PRIUS,"€16,950",TOYOTA,PRIUS,Diesel,"201,168",Black,1.7,Manual,Estate,2016,Dublin,2,5,-,Jan-2024,http://www.cars.ie/used-cars/TOYOTA-PRIUS-2016-Dublin-1735112
